scene,scene_time_utc,MMSI,Name,Ship_Type,gfw_shiptype,Center_latitude,Center_longitude,Sog,Cog,AIS_Latitude,AIS_Longitude,sar_ais_distance_km,sar_projected_distance_km,sar_kalman_est_distance_km,AIS_update_time_gap_hours,ais_position_time_gap_hours,kalman_dt_hours,kalman_pred_residual_m,kalman_mmsi_observation_count,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,source_file,candidate_type,score,rule,evidence,neighbor_mmsi,neighbor_distance_km,neighbor_sog,timestamp_start,timestamp_end,gear_label,gear_probability,godark_probability,godark_label,spoofing_probability,spoofing_label,transshipment_probability,transshipment_label,transshipment_event_id,model_source,inference_status,yolo_class,yolo_confidence,yolo_bbox,yolo_image_name,yolo_source,yolo_patch_key,ai_gear_label,ai_gear_probability,ai_godark_probability,ai_spoofing_probability,ai_transshipment_probability,hybrid_status,ai_source,Center_x,Center_y,patch,patch_cal,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,Nav_Status,Rot,Projected_Latitude,Projected_Longitude,True_Head,AIS_Length,AIS_Width,Draught,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight,patch_vv_label,patch_vh_label,patch_vv_actual_file,patch_vh_actual_file,patch_cal_vv_label,patch_cal_vh_label,patch_cal_vv_actual_file,patch_cal_vh_actual_file,patch_uint8_vv_label,patch_uint8_vh_label,patch_uint8_vv_actual_file,patch_uint8_vh_actual_file,patch_rgb_vv_label,patch_rgb_vh_label,polarization_vv,polarization_vh,main_polarization,available_polarizations,gfw_lookup_status,gfw_total,gfw_vessel_id,gfw_ssvid,gfw_name,gfw_flag,gfw_callsign,gfw_imo,gfw_shiptype_source,gfw_geartype,gfw_geartype_source,gfw_self_period_from,gfw_self_period_to,gfw_registry_match,gfw_registry_ssvid,gfw_registry_name,gfw_registry_flag,gfw_registry_imo,gfw_registry_length_m,gfw_registry_width_m,gfw_registry_draught_m,gfw_registry_tonnage_gt,gfw_registry_deadweight,gfw_error,head_tail_status,head_tail_method,head_tail_confidence,head_tail_pixel_resolution_m,head_tail_length_pixels,sar_axis_bearing_mod180,sar_axis_elongation,sar_axis_component_area,sar_axis_threshold_percentile,sar_axis_consistency_deg,ais_motion_bearing,ais_motion_distance_km,ais_before_timestamp,ais_after_timestamp,ais_before_lat,ais_before_lon,ais_after_lat,ais_after_lon,ais_nearest_scene_distance_km,axis_ais_angle_difference_deg,head_tail_error,head_tail_pass2_status,head_tail_pass2_error,head_tail_axis_source,head_tail_vv_axis_bearing_mod180,head_tail_vh_axis_bearing_mod180,head_tail_cross_pol_difference_deg,gfw_sar_bearing_status,gfw_sar_bearing,gfw_sar_bearing_feature_id,gfw_sar_bearing_timestamp,gfw_sar_bearing_match_distance_m,gfw_sar_bearing_existing_head_difference_deg,gfw_sar_bearing_error,gfw_dataset,gfw_registry_tonnage_gt_source,gfw_registry_deadweight_source,IMO,GT,DWT,IMO_source,GT_source,DWT_source,UpperLeft_LowerRight_status,UpperLeft_LowerRight_source,IMO_source_url,GT_source_url,vesselfinder_gt,vesselfinder_imo,vesselfinder_mmsi,vesselfinder_name,vesselfinder_source_url,vesselfinder_gt_status,vesselfinder_imo_status,boat_agent_imo,boat_agent_gt,boat_agent_name,boat_agent_source_url,boat_agent_imo_status,DWT_source_url,shipxplorer_imo,shipxplorer_gt,shipxplorer_dwt,shipxplorer_name,shipxplorer_source_url,shipxplorer_status,patch_size,source_dataset,Name_source,Length_overall_source,Length_overall_source_url,AIS_update_status,AIS_update_source_kind,AIS_update_source_dataset,AIS_update_source_file,AIS_update_source_cache,AIS_update_datetime,AIS_update_note,SOG_COG_method,AIS_update_candidate_gfw_vessel_id,AIS_update_candidate_name,AIS_update_candidate_match_note,AIS_update_center_distance_km,AIS_update_source_url,AIS_update_fetch_time_utc,Sog_original,Cog_original,sog_cog_status,sog_cog_source,sog_cog_source_fields,sog_cog_formula,sog_cog_scene_timestamp_utc,sog_cog_distance_km,sog_cog_time_hours,AIS_Latitude_original,AIS_Longitude_original,ais_position_status,ais_position_source,ais_position_source_fields,ais_position_formula,ais_position_scene_timestamp_utc,ais_position_interpolation_ratio,Sog_before_ais_latlon_formula,Cog_before_ais_latlon_formula,ais_latlon_formula_status,ais_latlon_formula_source,ais_latlon_formula_note,ais_latlon_formula_neighbor_scene,ais_latlon_formula_time_gap_hours,ais_latlon_formula_distance_km,SOG_calc,COG_calc,distance_m,delta_time_s,gfw_live_track_window_days,gfw_live_track_point_count,gfw_live_track_nearest_time,gfw_live_track_nearest_minutes,kalman_status,kalman_note,kalman_scene_timestamp_utc,kalman_sequence_index,kalman_position_measurement_source,kalman_velocity_measurement_used,kalman_velocity_measurement_source,kalman_pred_lat,kalman_pred_lon,kalman_est_lat,kalman_est_lon,kalman_est_sog,kalman_est_cog,kalman_est_position_sigma_m,kalman_est_velocity_sigma_mps,kalman_model,kalman_process_acceleration_sigma_mps2,kalman_position_measurement_sigma_m,kalman_velocity_measurement_sigma_mps
S1A_IW_GRDH_1SDV_20260303T223329_20260303T223354_063469_07F964_12E5,2026-03-03T22:33:29Z,525900989,KM INFINITI I,FISHING,FISHING,-5.8368404320486,105.99597107894564,6.471018,236.16734,-5.9,105.9499969482422,8.670832320345285,,8.670832206312772,0.441944,,,,1,Fishing112_Fishing_x7355_y18148.png,Fishing112_Fishing_x7355_y18148_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6724,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.67 km with time gap 0.44 h,,,,2026-03-03T22:33:29Z,2026-03-03T22:33:29Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,2026-02-01T21:43:48Z,352004320,FORTUNE RICH,CARGO,CARGO,-3.734029533096316,118.14086165111966,9.159505,211.55114,-3.8,118.0999984741211,8.623674211259717,,8.623674451665247,0.27,,,,1,Cargo_x2380_y8424.png,Cargo_x2380_y8424_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6708,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.62 km with time gap 0.27 h,,,,2026-02-01T21:43:48Z,2026-02-01T21:43:48Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,2026-02-18T21:51:07Z,525100882,KYOKUYO,CARGO,CARGO,-0.9126085744751328,117.82306639361876,5.129766,20.553289,-0.84,117.84999847,8.611103862345084,,8.611103862345084,0.148056,,,,1,Cargo_x13947_y12670_vv.png,Cargo_x13947_y12670_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6704,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.61 km with time gap 0.15 h,,,,2026-02-18T21:51:07Z,2026-02-18T21:51:07Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260214T204549_20260214T204614_063220_07EFEA_1891,2026-02-14T20:45:49Z,525005001,KM.CIREMAI,PASSENGER,PASSENGER,-2.219614104371675,134.67754306114858,20.629196,199.663365,-2.201873289618959,134.60277557373047,8.538591367199194,,8.539645428544647,0.236389,,298.736944,8459225.74,3,Passenger_x23409_y5884_vv.png,Passenger_x23409_y5884_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.668,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.54 km with time gap 0.24 h,,,,2026-02-14T20:45:49Z,2026-02-14T20:45:49Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260207T223330_20260207T223355_063119_07EC28_B5F7,2026-02-07T22:33:30Z,574000180,,CARGO,CARGO,-5.688764071725012,106.9866956819126,5.908491,203.855205,-5.76,106.95999908,8.453880054038855,,8.453880054038855,0.441667,,,,1,Cargo_x18343_y16539_vv.png,Cargo_x18343_y16539_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6651,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.45 km with time gap 0.44 h,,,,2026-02-07T22:33:30Z,2026-02-07T22:33:30Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260223T220012_20260223T220037_063352_07F4E9_1494,2026-02-23T22:00:12Z,525006040,BAHTERA NUSANTARA  _,FISHING,FISHING,-3.5165628669108946,114.34105702854713,4.323517,123.745574,-3.59,114.36000061035156,8.432146141934687,,8.432146132206633,0.003333,,,,1,Fishing112_Fishing_x5513_y7188.png,Fishing112_Fishing_x5513_y7188_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6644,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.43 km with time gap 0.00 h,,,,2026-02-23T22:00:12Z,2026-02-23T22:00:12Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,2026-02-01T21:43:48Z,525021128,KM.PANTOKRATOR,CARGO,CARGO,-3.521031976501366,118.83538922238463,12.534872,163.332463,-3.59,118.86000061035156,8.140800621512764,,8.14080060842188,0.27,,,,1,Cargo_x10100_y6081.png,Cargo_x10100_y6081_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6547,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.14 km with time gap 0.27 h,,,,2026-02-01T21:43:48Z,2026-02-01T21:43:48Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,Fishing,0.6454006433486938,"46.98201751708984,46.47754669189453,72.6387939453125,72.16545867919922",Cargo_x10100_y6081_vv_vh_rgb.png,RUNYOLO_FINALBISMILLAH/predictions_nms045/YOLOV12N_E150/predictions.csv,cargo_x10100_y6081,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + RUNYOLO_FINALBISMILLAH/predictions_nms045/YOLOV12N_E150/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260201T214503_20260201T214528_063031_07E8E6_83C5,2026-02-01T21:45:03Z,525015234,SEMANGAT MAS,CARGO,CARGO,-8.008934084376051,117.6669455344226,5.4838,102.655059,-8.02,117.73999786376952,8.137291594752087,,8.137291184467271,0.249167,,,,1,Cargo_x8285_y5727.png,Cargo_x8285_y5727_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6546,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.14 km with time gap 0.25 h,,,,2026-02-01T21:45:03Z,2026-02-01T21:45:03Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,Cargo,0.282027006149292,"59.2117919921875,80.41667175292969,102.82530212402344,109.19712829589844",Cargo_x8285_y5727_vv_vh_rgb.png,hasilyolov12n/predictions.csv,cargo_x8285_y5727,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260216T220839_20260216T220904_063250_07F107_CAF8,2026-02-16T22:08:39Z,525015668,KM DHARMA RUCITRA VI,CARGO,CARGO,-5.032879503579675,112.98775180752918,9.680739,7.101807,-4.96,112.98999786,8.107660642238736,,8.107660642238736,0.144167,,,,2,Cargo_x15279_y15010_vv.png,Cargo_x15279_y15010_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6536,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.11 km with time gap 0.14 h,,,,2026-02-16T22:08:39Z,2026-02-16T22:08:39Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260307T220012_20260307T220037_063527_07FB8F_D038,2026-03-07T22:00:12Z,525600329,PUTRA LEO SANTOSO,FISHING,FISHING,-4.492794096629424,115.27247722094948,2.414656,240.175661,-4.53,115.20999908447266,8.067312758079035,,8.06723097914461,0.996667,,120.144444,392536.306,2,Fishing112_Fishing_x15892_y17959.png,Fishing112_Fishing_x15892_y17959_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6522,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.07 km with time gap 1.00 h,,,,2026-03-07T22:00:12Z,2026-03-07T22:00:12Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,Fishing,0.775040864944458,"48.56764221191406,51.370079040527344,75.48570251464844,77.00019073486328",Fishing112_Fishing_x15892_y17959_vv_vh_rgb.png,RUNYOLO_FINALBISMILLAH/predictions_nms045/YOLOV12N_E150/predictions.csv,fishing112_fishing_x15892_y17959,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + RUNYOLO_FINALBISMILLAH/predictions_nms045/YOLOV12N_E150/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260211T093803_20260211T093831_063169_07EDFC_B4AD,2026-02-11T09:38:03Z,525101844,SUPRABA,FISHING,FISHING,-0.434480606536853,130.96914870298178,3.233362,158.195131,-0.5,131.0,8.052650708489072,,8.052650708489072,0.365833,,,,1,Fishing100_Fishing_x22627_y14432.png,Fishing100_Fishing_x22627_y14432_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6518,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 8.05 km with time gap 0.37 h,,,,2026-02-11T09:38:03Z,2026-02-11T09:38:03Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,Fishing,0.5649033784866333,"51.16307067871094,50.64669036865234,77.53096008300781,79.45008087158203",Fishing100_Fishing_x22627_y14432_vv_vh_rgb.png,RUNYOLO_FINALBISMILLAH/predictions_nms045/YOLOV12N_E150/predictions.csv,fishing100_fishing_x22627_y14432,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + RUNYOLO_FINALBISMILLAH/predictions_nms045/YOLOV12N_E150/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260307T111724_20260307T111749_063520_07FB52_4317,2026-03-07T11:17:24Z,525500479,,FISHING,FISHING,2.0418020136795545,105.9390997206056,3.530707,60.924781,2.08,106.0,7.98991674303168,,7.98991674303168,1.71,,,,1,Fishing112_Fishing_x23599_y9431.png,Fishing112_Fishing_x23599_y9431_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6497,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 7.99 km with time gap 1.71 h,,,,2026-03-07T11:17:24Z,2026-03-07T11:17:24Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260205T102640_20260205T102705_063082_07EACD_FAAA,2026-02-05T10:26:40Z,431448000,MYOJIN MARU NO.8,FISHING,FISHING,-3.6408486142666776,118.496054374633,5.534928,12.504433,-3.57,118.5,7.890176407852697,,7.890176407852697,0.444444,,,,2,Fishing100_Fishing_x14296_y17803.png,Fishing100_Fishing_x14296_y17803_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6463,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 7.89 km with time gap 0.44 h,,,,2026-02-05T10:26:40Z,2026-02-05T10:26:40Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,2026-02-01T21:42:33Z,525501415,KM DEWI BULAN 89,CARGO,CARGO,0.6254454162473657,119.8831024841524,6.004118,216.871041,0.57,119.83999633789062,7.809134509937628,,7.809134365986947,0.290833,,,,1,Cargo_x10995_y10227.png,Cargo_x10995_y10227_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6436,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 7.81 km with time gap 0.29 h,,,,2026-02-01T21:42:33Z,2026-02-01T21:42:33Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,2026-02-01T21:42:33Z,563040700,ULTRALAZ,CARGO,CARGO,1.227238446442275,119.2964074194766,8.010298,192.991561,1.16,119.27999877929688,7.695900821397273,,7.695900802869294,0.290833,,,,1,Cargo_x4462_y3557.png,Cargo_x4462_y3557_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6399,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 7.70 km with time gap 0.29 h,,,,2026-02-01T21:42:33Z,2026-02-01T21:42:33Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1A_IW_GRDH_1SDV_20260205T102546_20260205T102615_063082_07EACD_4837,2026-02-05T10:25:46Z,352005955,PALADIN TRADER,CARGO,CARGO,-5.92763771328516,119.0474823735484,3.045827,258.628587,-5.94,118.9800033569336,7.588671018348457,,7.588670684816771,0.429444,,,,1,Cargo_x13192_y9752.png,Cargo_x13192_y9752_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,0.6363,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 7.59 km with time gap 0.43 h,,,,2026-02-05T10:25:46Z,2026-02-05T10:25:46Z,,,,,,,,,,FINAL_4_PIPELINE_MODELS.h5,gear=not_available;godark=not_available;spoofing=not_available;transshipment=not_available,,,,,,,,,,,,not_available,FINAL_4_PIPELINE_MODELS.h5 + hasilyolov12n/predictions.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
