candidate_type,score,scene,MMSI,Name,evidence,figure_path,vv_patch_path,vh_patch_path
spoofing,1.0,S1A_IW_GRDH_1SDV_20260214T204639_20260214T204704_063220_07EFEA_2B7C,525016285,LOBSTER,SAR-AIS distance 128.62 km with time gap 0.22 h; wide SAR-AIS distance 128.62 km with time gap 0.22 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\130_spoofing_525016285_4_063220_07EFEA_2B7C.png,new\Patch_RGB\Passenger_x19922_y8859_vv.png,new\Patch_RGB\Passenger_x19922_y8859_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260215T090235_20260215T090304_063227_07F032_087D,525600509,KM. HARAPAN MAKMUR 1,wide SAR-AIS distance 378.55 km with time gap 2.96 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\131_spoofing_525600509_4_063227_07F032_087D.png,new\Patch_RGB\Fishing100_Fishing_x8489_y20266.png,new\Patch_RGB\Fishing100_Fishing_x8489_y20266_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C,525005141,KMP NUSA BHAKTI,SAR-AIS distance 100.12 km with time gap 0.31 h; wide SAR-AIS distance 100.12 km with time gap 0.31 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\132_spoofing_525005141_7_063228_07F03A_350C.png,new\Patch_RGB\Passenger_x16833_y9765_vv.png,new\Patch_RGB\Passenger_x16833_y9765_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260215T104157_20260215T104225_063228_07F03A_3689,525005323,KMP.DHARMA KARTIKA,SAR-AIS distance 41.26 km with time gap 0.30 h; wide SAR-AIS distance 41.26 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\133_spoofing_525005323_5_063228_07F03A_3689.png,new\Patch_RGB\Passenger_x4493_y15597_vv.png,new\Patch_RGB\Passenger_x4493_y15597_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260215T212539_20260215T212604_063235_07F079_236F,525005047,KM.NGGAPULU,SAR-AIS distance 136.47 km with time gap 0.43 h; wide SAR-AIS distance 136.47 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\134_spoofing_525005047_4_063235_07F079_236F.png,new\Patch_RGB\Passenger_x22250_y19280_vv.png,new\Patch_RGB\Passenger_x22250_y19280_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260215T212719_20260215T212744_063235_07F079_33A1,525015601,KMP.KAMBANIRU,SAR-AIS distance 104.50 km with time gap 1.54 h; wide SAR-AIS distance 104.50 km with time gap 1.54 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\135_spoofing_525015601_4_063235_07F079_33A1.png,new\Patch_RGB\Passenger_x9536_y16083_vv.png,new\Patch_RGB\Passenger_x9536_y16083_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260215T212809_20260215T212834_063235_07F079_1E9A,538071199,SAMAYA,SAR-AIS distance 123.85 km with time gap 0.53 h; wide SAR-AIS distance 123.85 km with time gap 0.53 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\136_spoofing_538071199_4_063235_07F079_1E9A.png,new\Patch_RGB\Passenger_x24277_y10106_vv.png,new\Patch_RGB\Passenger_x24277_y10106_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T112315_20260216T112344_063243_07F0C2_ED7C,525001125,LEGUNDI,SAR-AIS distance 88.43 km with time gap 0.39 h; wide SAR-AIS distance 88.43 km with time gap 0.39 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\137_spoofing_525001125_4_063243_07F0C2_ED7C.png,new\Patch_RGB\Passenger_x25662_y5174_vv.png,new\Patch_RGB\Passenger_x25662_y5174_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T112434_20260216T112459_063243_07F0C2_052A,525110024,BOJOMA 2916,SAR-AIS distance 57.70 km with time gap 0.41 h; wide SAR-AIS distance 57.70 km with time gap 0.41 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\138_spoofing_525110024_9_063243_07F0C2_052A.png,new\Patch_RGB\Passenger_x24118_y16025_vv.png,new\Patch_RGB\Passenger_x24118_y16025_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T112459_20260216T112524_063243_07F0C2_ED90,525016724,KMP KUNDUR,SAR-AIS distance 72.13 km with time gap 0.42 h; wide SAR-AIS distance 72.13 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\139_spoofing_525016724_4_063243_07F0C2_ED90.png,new\Patch_RGB\Passenger_x22176_y2171_vv.png,new\Patch_RGB\Passenger_x22176_y2171_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T112524_20260216T112549_063243_07F0C2_14CA,525100864,PUTRI ANGGRENI 05,SAR-AIS distance 91.09 km with time gap 0.42 h; wide SAR-AIS distance 91.09 km with time gap 0.42 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\140_spoofing_525100864_9_063243_07F0C2_14CA.png,new\Patch_RGB\Passenger_x17387_y11438_vv.png,new\Patch_RGB\Passenger_x17387_y11438_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T220839_20260216T220904_063250_07F107_CAF8,538011731,PASPALEY PEARL,SAR-AIS distance 90.98 km with time gap 0.14 h; wide SAR-AIS distance 90.98 km with time gap 0.14 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\141_spoofing_538011731_4_063250_07F107_CAF8.png,new\Patch_RGB\Passenger_x8116_y8996_vv.png,new\Patch_RGB\Passenger_x8116_y8996_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,525005046,KM DOROLONDA,SAR-AIS distance 139.30 km with time gap 0.15 h; wide SAR-AIS distance 139.30 km with time gap 0.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\142_spoofing_525005046_9_063250_07F107_A8AC.png,new\Patch_RGB\Passenger_x16330_y18657_vv.png,new\Patch_RGB\Passenger_x16330_y18657_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,525301452,KM ANUGERAH VIII,SAR-AIS distance 102.61 km with time gap 0.15 h; wide SAR-AIS distance 102.61 km with time gap 0.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\143_spoofing_525301452_9_063250_07F107_A8AC.png,new\Patch_RGB\Fishing100_Fishing_x6979_y17614.png,new\Patch_RGB\Fishing100_Fishing_x6979_y17614_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260217T102511_20260217T102540_063257_07F153_BC42,525101091,SABUK NUSANTARA 79,SAR-AIS distance 133.77 km with time gap 0.58 h; wide SAR-AIS distance 133.77 km with time gap 0.58 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\144_spoofing_525101091_0_063257_07F153_BC42.png,new\Patch_RGB\Passenger_x8020_y12603_vv.png,new\Patch_RGB\Passenger_x8020_y12603_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260217T224800_20260217T224830_063265_07F199_5C53,525015053,KMP.TELUK SINGKIL,SAR-AIS distance 71.29 km with time gap 0.20 h; wide SAR-AIS distance 71.29 km with time gap 0.20 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\145_spoofing_525015053_0_063265_07F199_5C53.png,new\Patch_RGB\Passenger_x6591_y19964_vv.png,new\Patch_RGB\Passenger_x6591_y19964_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260218T110749_20260218T110817_063272_07F1E4_7B1A,525015603,KMP KUALA BATE II,SAR-AIS distance 103.26 km with time gap 0.13 h; wide SAR-AIS distance 103.26 km with time gap 0.13 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\146_spoofing_525015603_7_063272_07F1E4_7B1A.png,new\Patch_RGB\Passenger_x6562_y13011_vv.png,new\Patch_RGB\Passenger_x6562_y13011_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,525005017,BUKIT SIGUNTANG,SAR-AIS distance 79.04 km with time gap 0.15 h; wide SAR-AIS distance 79.04 km with time gap 0.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\147_spoofing_525005017_2_063279_07F220_2CED.png,new\Patch_RGB\Passenger_x17806_y7143_vv.png,new\Patch_RGB\Passenger_x17806_y7143_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260218T215132_20260218T215157_063279_07F220_27B7,525005030,KM.LAMBELU,SAR-AIS distance 67.19 km with time gap 0.14 h; wide SAR-AIS distance 67.19 km with time gap 0.14 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\148_spoofing_525005030_7_063279_07F220_27B7.png,new\Patch_RGB\Passenger_x15192_y6662_vv.png,new\Patch_RGB\Passenger_x15192_y6662_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260218T215132_20260218T215157_063279_07F220_27B7,525401679,KM-HARTAMULIA 04,wide SAR-AIS distance 178.63 km with time gap 3.86 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\149_spoofing_525401679_7_063279_07F220_27B7.png,new\Patch_RGB\Fishing100_Fishing_x7126_y8152.png,new\Patch_RGB\Fishing100_Fishing_x7126_y8152_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260218T215157_20260218T215222_063279_07F220_ED26,525023222,KM.BAHTERA SUKSES,SAR-AIS distance 20.35 km with time gap 1.87 h; wide SAR-AIS distance 20.35 km with time gap 1.87 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\150_spoofing_525023222_2_063279_07F220_ED26.png,new\Patch_RGB\Cargo_x6370_y7814_vv.png,new\Patch_RGB\Cargo_x6370_y7814_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260218T215222_20260218T215247_063279_07F220_D835,525005002,BARAKUDA 02,SAR-AIS distance 86.99 km with time gap 0.13 h; wide SAR-AIS distance 86.99 km with time gap 0.13 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\151_spoofing_525005002_7_063279_07F220_D835.png,new\Patch_RGB\Passenger_x6903_y17908_vv.png,new\Patch_RGB\Passenger_x6903_y17908_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260219T115028_20260219T115053_063288_07F270_3A9E,525101856,KMP.ACEHHEBAT 1,SAR-AIS distance 132.18 km with time gap 0.16 h; wide SAR-AIS distance 132.18 km with time gap 0.16 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\152_spoofing_525101856_3_063288_07F270_3A9E.png,new\Patch_RGB\Passenger_x10533_y9496_vv.png,new\Patch_RGB\Passenger_x10533_y9496_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260219T115118_20260219T115146_063288_07F270_730B,416006701,HO HSIN HSING 603,SAR-AIS distance 23.83 km with time gap 1.15 h; wide SAR-AIS distance 23.83 km with time gap 1.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\153_spoofing_416006701_6_063288_07F270_730B.png,new\Patch_RGB\Fishing100_Fishing_x21829_y3611.png,new\Patch_RGB\Fishing100_Fishing_x21829_y3611_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260219T205511_20260219T205536_063293_07F2AC_3ED7,525101077,SABUK NUSANTARA 103,SAR-AIS distance 18.96 km with time gap 0.08 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\154_spoofing_525101077_6_063293_07F2AC_3ED7.png,new\Patch_RGB\Passenger_x15627_y20079_vv.png,new\Patch_RGB\Passenger_x15627_y20079_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260219T223304_20260219T223329_063294_07F2B4_8D7A,304200000,BBC SCANDINAVIA,SAR-AIS distance 20.83 km with time gap 0.45 h; wide SAR-AIS distance 20.83 km with time gap 0.45 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\155_spoofing_304200000_9_063294_07F2B4_8D7A.png,new\Patch_RGB\Cargo_x18276_y15517_vv.png,new\Patch_RGB\Cargo_x18276_y15517_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260219T223354_20260219T223421_063294_07F2B4_8FBD,525015381,KMP MUSTHIKA KENCANA,SAR-AIS distance 84.01 km with time gap 0.43 h; wide SAR-AIS distance 84.01 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\156_spoofing_525015381_1_063294_07F2B4_8FBD.png,new\Patch_RGB\Passenger_x11178_y2687_vv.png,new\Patch_RGB\Passenger_x11178_y2687_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260221T113359_20260221T113424_063317_07F392_DB22,416006701,HO HSIN HSING 603,SAR-AIS distance 128.88 km with time gap 0.43 h; wide SAR-AIS distance 128.88 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\157_spoofing_416006701_4_063317_07F392_DB22.png,new\Patch_RGB\Fishing112_Fishing_x16751_y7230.png,new\Patch_RGB\Fishing112_Fishing_x16751_y7230_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260223T093554_20260223T093623_063344_07F4A6_8C6D,525900453,KM SUN RISE I,wide SAR-AIS distance 212.36 km with time gap 2.40 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\158_spoofing_525900453_3_063344_07F4A6_8C6D.png,new\Patch_RGB\Fishing112_Fishing_x18795_y6919.png,new\Patch_RGB\Fishing112_Fishing_x18795_y6919_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260223T111519_20260223T111544_063345_07F4B1_92F4,525023144,SMS MULAWARMAN,SAR-AIS distance 86.29 km with time gap 0.26 h; wide SAR-AIS distance 86.29 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\159_spoofing_525023144_4_063345_07F4B1_92F4.png,new\Patch_RGB\Passenger_x5819_y14171_vv.png,new\Patch_RGB\Passenger_x5819_y14171_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260223T111544_20260223T111609_063345_07F4B1_B4DD,525012345,,SAR-AIS distance 1072.19 km with time gap 0.26 h; wide SAR-AIS distance 1072.19 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\160_spoofing_525012345_9_063345_07F4B1_B4DD.png,new\Patch_RGB\Fishing112_Fishing_x16864_y13859.png,new\Patch_RGB\Fishing112_Fishing_x16864_y13859_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260224T210149_20260224T210214_063366_07F57B_C945,525600798,AQUA BLU,SAR-AIS distance 26.32 km with time gap 0.03 h; wide SAR-AIS distance 26.32 km with time gap 0.03 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\161_spoofing_525600798_4_063366_07F57B_C945.png,new\Patch_RGB\Passenger_x16688_y6378_vv.png,new\Patch_RGB\Passenger_x16688_y6378_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260225T092002_20260225T092032_063373_07F5C5_3808,525600768,,wide SAR-AIS distance 134.29 km with time gap 2.33 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\162_spoofing_525600768_2_063373_07F5C5_3808.png,new\Patch_RGB\Fishing112_Fishing_x12218_y9591.png,new\Patch_RGB\Fishing112_Fishing_x12218_y9591_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260225T214321_20260225T214346_063381_07F60D_CA72,525100038,KM. BIMA PUTRA,SAR-AIS distance 80.75 km with time gap 0.28 h; wide SAR-AIS distance 80.75 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\163_spoofing_525100038_6_063381_07F60D_CA72.png,new\Patch_RGB\Fishing112_Fishing_x2294_y10990.png,new\Patch_RGB\Fishing112_Fishing_x2294_y10990_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260302T110658_20260302T110723_063447_07F891_0752,525005012,KM.TATAMAILAU,SAR-AIS distance 83.39 km with time gap 0.12 h; wide SAR-AIS distance 83.39 km with time gap 0.12 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\164_spoofing_525005012_3_063447_07F891_0752.png,new\Patch_RGB\Passenger_x11645_y18543_vv.png,new\Patch_RGB\Passenger_x11645_y18543_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260302T215312_20260302T215340_063454_07F8CE_BD63,525100795,GARDA MARITIM II,SAR-AIS distance 137.92 km with time gap 0.11 h; wide SAR-AIS distance 137.92 km with time gap 0.11 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\165_spoofing_525100795_0_063454_07F8CE_BD63.png,new\Patch_RGB\Passenger_x20219_y13011_vv.png,new\Patch_RGB\Passenger_x20219_y13011_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260302T215312_20260302T215340_063454_07F8CE_BD63,525900118,NAGA MAS PERKASA 61,SAR-AIS distance 20.47 km with time gap 0.11 h; wide SAR-AIS distance 20.47 km with time gap 0.11 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\166_spoofing_525900118_0_063454_07F8CE_BD63.png,new\Patch_RGB\Fishing112_Fishing_x2714_y19166.png,new\Patch_RGB\Fishing112_Fishing_x2714_y19166_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260303T100844_20260303T100912_063461_07F912_6A18,525005038,WILIS,SAR-AIS distance 57.34 km with time gap 0.15 h; wide SAR-AIS distance 57.34 km with time gap 0.15 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\167_spoofing_525005038_2_063461_07F912_6A18.png,new\Patch_RGB\Passenger_x17258_y19505_vv.png,new\Patch_RGB\Passenger_x17258_y19505_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260303T223214_20260303T223239_063469_07F964_7A45,525221113,TRIANIS 1,SAR-AIS distance 151.39 km with time gap 0.46 h; wide SAR-AIS distance 151.39 km with time gap 0.46 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\168_spoofing_525221113_9_063469_07F964_7A45.png,new\Patch_RGB\Fishing112_Fishing_x5986_y3504.png,new\Patch_RGB\Fishing112_Fishing_x5986_y3504_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260303T223354_20260303T223421_063469_07F964_1054,525024295,SMS SAGITA,SAR-AIS distance 78.21 km with time gap 0.43 h; wide SAR-AIS distance 78.21 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\169_spoofing_525024295_1_063469_07F964_1054.png,new\Patch_RGB\Passenger_x11138_y2903_vv.png,new\Patch_RGB\Passenger_x11138_y2903_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260303T223354_20260303T223421_063469_07F964_1054,525101950,SPOB PERSADA UTAMA 9,SAR-AIS distance 52.46 km with time gap 0.43 h; wide SAR-AIS distance 52.46 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\170_spoofing_525101950_1_063469_07F964_1054.png,new\Patch_RGB\Fishing112_Fishing_x22069_y4215.png,new\Patch_RGB\Fishing112_Fishing_x22069_y4215_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260303T223354_20260303T223421_063469_07F964_1054,525600471,KM=SUMBER JAYA VI,SAR-AIS distance 80.09 km with time gap 0.43 h; wide SAR-AIS distance 80.09 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\171_spoofing_525600471_1_063469_07F964_1054.png,new\Patch_RGB\Fishing112_Fishing_x10037_y3220.png,new\Patch_RGB\Fishing112_Fishing_x10037_y3220_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260303T223354_20260303T223421_063469_07F964_1054,525900238,HASIL LAUT 32,SAR-AIS distance 81.02 km with time gap 0.43 h; wide SAR-AIS distance 81.02 km with time gap 0.43 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\172_spoofing_525900238_1_063469_07F964_1054.png,new\Patch_RGB\Fishing112_Fishing_x10875_y2494.png,new\Patch_RGB\Fishing112_Fishing_x10875_y2494_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,525005360,DWI SUKSES SEJAHTERA,SAR-AIS distance 112.64 km with time gap 0.19 h; wide SAR-AIS distance 112.64 km with time gap 0.19 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\173_spoofing_525005360_3_063475_07F9A3_C5EB.png,new\Patch_RGB\Fishing112_Fishing_x25200_y10120.png,new\Patch_RGB\Fishing112_Fishing_x25200_y10120_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,525005371,PAHALA MELIMPAH 1,SAR-AIS distance 127.76 km with time gap 0.81 h; wide SAR-AIS distance 127.76 km with time gap 0.81 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\174_spoofing_525005371_3_063475_07F9A3_C5EB.png,new\Patch_RGB\Fishing112_Fishing_x25515_y10871.png,new\Patch_RGB\Fishing112_Fishing_x25515_y10871_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,525005447,TERUS JAYA 18,SAR-AIS distance 116.50 km with time gap 1.81 h; wide SAR-AIS distance 116.50 km with time gap 1.81 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\175_spoofing_525005447_3_063475_07F9A3_C5EB.png,new\Patch_RGB\Fishing112_Fishing_x24770_y10315.png,new\Patch_RGB\Fishing112_Fishing_x24770_y10315_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,525201688,KM HASIL UNION ABADI,SAR-AIS distance 115.27 km with time gap 0.81 h; wide SAR-AIS distance 115.27 km with time gap 0.81 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\176_spoofing_525201688_3_063475_07F9A3_C5EB.png,new\Patch_RGB\Fishing112_Fishing_x25110_y10214.png,new\Patch_RGB\Fishing112_Fishing_x25110_y10214_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260304T105031_20260304T105057_063476_07F9B1_4C2C,525005012,KM.TATAMAILAU,SAR-AIS distance 74.93 km with time gap 0.16 h; wide SAR-AIS distance 74.93 km with time gap 0.16 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\177_spoofing_525005012_7_063476_07F9B1_4C2C.png,new\Patch_RGB\Passenger_x22537_y11441_vv.png,new\Patch_RGB\Passenger_x22537_y11441_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260305T203808_20260305T203833_063497_07FA75_AF01,525119087,SABUK NUSANTARA 77,SAR-AIS distance 113.58 km with time gap 0.36 h; wide SAR-AIS distance 113.58 km with time gap 0.36 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\178_spoofing_525119087_3_063497_07FA75_AF01.png,new\Patch_RGB\Passenger_x7864_y8515_vv.png,new\Patch_RGB\Passenger_x7864_y8515_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260307T111519_20260307T111544_063520_07FB52_E555,525019404,KMP BNR II,SAR-AIS distance 97.55 km with time gap 0.26 h; wide SAR-AIS distance 97.55 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\179_spoofing_525019404_4_063520_07FB52_E555.png,new\Patch_RGB\Passenger_x7477_y13644_vv.png,new\Patch_RGB\Passenger_x7477_y13644_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260307T111519_20260307T111544_063520_07FB52_E555,525401796,NUSANTARAMARITIM,SAR-AIS distance 79.04 km with time gap 0.26 h; wide SAR-AIS distance 79.04 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\180_spoofing_525401796_4_063520_07FB52_E555.png,new\Patch_RGB\Fishing112_Fishing_x13330_y14577.png,new\Patch_RGB\Fishing112_Fishing_x13330_y14577_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260307T111609_20260307T111634_063520_07FB52_ECF9,525015603,KMP KUALA BATE II,SAR-AIS distance 130.21 km with time gap 0.27 h; wide SAR-AIS distance 130.21 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\181_spoofing_525015603_4_063520_07FB52_ECF9.png,new\Patch_RGB\Passenger_x21537_y14629_vv.png,new\Patch_RGB\Passenger_x21537_y14629_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260307T111659_20260307T111724_063520_07FB52_CF91,319038100,KAMAXITHA,SAR-AIS distance 36.16 km with time gap 0.28 h; wide SAR-AIS distance 36.16 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\182_spoofing_319038100_4_063520_07FB52_CF91.png,new\Patch_RGB\Passenger_x11585_y9413_vv.png,new\Patch_RGB\Passenger_x11585_y9413_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260307T111724_20260307T111749_063520_07FB52_4317,535501062,MV MARINA EXP 12,SAR-AIS distance 115.92 km with time gap 0.29 h; wide SAR-AIS distance 115.92 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\183_spoofing_535501062_9_063520_07FB52_4317.png,new\Patch_RGB\Passenger_x3068_y18295_vv.png,new\Patch_RGB\Passenger_x3068_y18295_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260307T215922_20260307T215947_063527_07FB8F_1D9F,525100853,KMP.AGUNG WILIS 01,SAR-AIS distance 118.73 km with time gap 0.01 h; wide SAR-AIS distance 118.73 km with time gap 0.01 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\184_spoofing_525100853_7_063527_07FB8F_1D9F.png,new\Patch_RGB\Passenger_x25485_y15274_vv.png,new\Patch_RGB\Passenger_x25485_y15274_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260310T114249_20260310T114314_063565_07FD00_A2B2,525128222,KM ELANG LAUT 678,SAR-AIS distance 96.00 km with time gap 0.29 h; wide SAR-AIS distance 96.00 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\185_spoofing_525128222_4_063565_07FD00_A2B2.png,new\Patch_RGB\Fishing112_Fishing_x19708_y11893.png,new\Patch_RGB\Fishing112_Fishing_x19708_y11893_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260310T114249_20260310T114314_063565_07FD00_A2B2,525132966,SABURHOLONG TB6,SAR-AIS distance 77.08 km with time gap 1.29 h; wide SAR-AIS distance 77.08 km with time gap 1.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\186_spoofing_525132966_4_063565_07FD00_A2B2.png,new\Patch_RGB\Fishing112_Fishing_x21892_y11202.png,new\Patch_RGB\Fishing112_Fishing_x21892_y11202_vh.png
